a_id,a_subtype,at_ip,at_fqdn,a_tags,v_name,v_description,v_remedy,v_severity,v_location,v_cve,v_cwe,v_published_datetime,v_tags,v_details
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-4504: cups -- security update,Debian: CVE-2023-4504: cups -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-4504,,21-09-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-28328: linux -- security update,Debian: CVE-2023-28328: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-28328,,19-04-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21816: linux, linux-6.1 -- security update","Debian: CVE-2025-21816: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21816,,27-02-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38404: linux, linux-6.1 -- security update","Debian: CVE-2025-38404: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38404,,28-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-23156: linux, linux-6.1 -- security update","Debian: CVE-2025-23156: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-23156,,01-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""1"", ""modified_on"": ""11/7/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38051: linux, linux-6.1 -- security update","Debian: CVE-2025-38051: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38051,,18-06-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-27020: linux -- security update,Debian: CVE-2024-27020: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-27020,,01-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38273: linux, linux-6.1 -- security update","Debian: CVE-2025-38273: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38273,,11-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2021-3984: vim -- security update,Debian: CVE-2021-3984: vim -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2021-3984,,01-12-2021 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37924: linux, linux-6.1 -- security update","Debian: CVE-2025-37924: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37924,,20-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Anonymous root login is allowed,Anonymous root login is allowed,Please refer to vendor security advisory for remediation steps.,8,/,,,30-11-2004 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""8.4""}]","{""cvss_v2"": ""6.5"", ""cvss_v3"": ""8.4"", ""risk_score"": ""562"", ""instances"": ""69"", ""modified_on"": ""2/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-52691: linux -- security update,Debian: CVE-2023-52691: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-52691,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2024-56758: linux, linux-6.1 -- security update","Debian: CVE-2024-56758: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-56758,,06-01-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/14/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-1354: tiff -- security update,Debian: CVE-2022-1354: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-1354,,31-08-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.7"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Ubuntu: USN-6410-1 (CVE-2023-4693): GRUB2 vulnerabilities,Ubuntu: USN-6410-1 (CVE-2023-4693): GRUB2 vulnerabilities,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-4693,,04-10-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.3""}]","{""cvss_v2"": ""4.1"", ""cvss_v3"": ""5.3"", ""risk_score"": ""355"", ""instances"": ""1"", ""modified_on"": ""8/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21980: linux, linux-6.1 -- security update","Debian: CVE-2025-21980: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21980,,01-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26903: linux -- security update,Debian: CVE-2024-26903: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26903,,17-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-48560: python2.7 -- security update,Debian: CVE-2022-48560: python2.7 -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2022-48560,,22-08-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",User home directory mode unsafe,User home directory mode unsafe,Please refer to vendor security advisory for remediation steps.,5,/,,,15-01-2005 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}]","{""cvss_v2"": ""2.1"", ""risk_score"": ""141"", ""instances"": ""36"", ""modified_on"": ""4/1/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-38637: linux -- security update,Debian: CVE-2024-38637: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-38637,,21-06-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""9/19/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38575: linux, linux-6.1 -- security update","Debian: CVE-2025-38575: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38575,,18-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-3446: qemu -- security update,Debian: CVE-2024-3446: qemu -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-3446,,09-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""8.2""}]","{""cvss_v2"": ""6.5"", ""cvss_v3"": ""8.2"", ""risk_score"": ""549"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2024-27056: linux, linux-6.1 -- security update","Debian: CVE-2024-27056: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-27056,,01-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""6/3/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-11053: curl -- security update,Debian: CVE-2024-11053: curl -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2024-11053,,11-12-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""3.4""}]","{""cvss_v2"": ""2.6"", ""cvss_v3"": ""3.4"", ""risk_score"": ""228"", ""instances"": ""1"", ""modified_on"": ""3/17/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37768: linux, linux-6.1 -- security update","Debian: CVE-2025-37768: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37768,,01-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""11/6/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37889: linux, linux-6.1 -- security update","Debian: CVE-2025-37889: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37889,,09-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2020-35505: qemu -- security update,Debian: CVE-2020-35505: qemu -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2020-35505,,28-05-2021 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""4.4""}]","{""cvss_v2"": ""2.1"", ""cvss_v3"": ""4.4"", ""risk_score"": ""295"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-32611: glib2.0 -- security update,Debian: CVE-2023-32611: glib2.0 -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-32611,,14-09-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.7"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-45863: linux -- security update,Debian: CVE-2023-45863: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-45863,,14-10-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.4""}]","{""cvss_v2"": ""6.3"", ""cvss_v3"": ""6.4"", ""risk_score"": ""428"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-0696: vim -- security update,Debian: CVE-2022-0696: vim -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-0696,,21-02-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.3"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38086: linux, linux-6.1 -- security update","Debian: CVE-2025-38086: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38086,,28-06-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2024-40973: linux, linux-6.1 -- security update","Debian: CVE-2024-40973: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-40973,,12-07-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38200: linux, linux-6.1 -- security update","Debian: CVE-2025-38200: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38200,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-2961: glibc -- security update,Debian: CVE-2024-2961: glibc -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-2961,,17-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.3""}]","{""cvss_v2"": ""6.1"", ""cvss_v3"": ""7.3"", ""risk_score"": ""597"", ""instances"": ""13"", ""exploits"": ""metasploit"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-38567: linux -- security update,Debian: CVE-2024-38567: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-38567,,19-06-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""10/21/25""}"
